rider_id,months_on_zypp,days_worked_per_month,deliveries_per_month,monthly_earnings_inr,earnings_volatility,work_consistency,ev_usage_hours_per_month,missed_payments,on_time_payment_rate,rental_months_completed,loan_amount_inr,loan_term_months,monthly_emi_inr,work_score_rule_based,loan_repaid
R109094,4,27,765,21480,0.314,0.85,151.8,1,0.917,3,94000,36,2924,69.9,0
R109095,22,18,340,11070,0.3,0.79,94.8,3,0.736,19,92000,24,4293,67.5,0
R109096,15,23,480,12578,0.29,0.721,123.7,1,0.839,10,75000,18,4667,66.6,0
R109097,21,23,552,9899,0.171,0.812,157.5,1,0.907,19,65000,12,6067,81.5,1
R109098,23,21,442,9858,0.277,0.901,115.8,1,0.854,20,73000,30,2725,76.1,0
R109099,4,15,364,8287,0.382,0.825,92.7,3,0.803,2,91000,30,3397,54.1,0
R109100,23,24,491,13963,0.256,0.935,136.2,0,0.88,20,87000,24,4060,79.5,1
R109101,16,21,461,8089,0.193,0.906,141.2,2,0.824,9,90000,18,5600,76.6,0
R109102,15,26,651,12737,0.145,0.809,123.8,0,0.939,12,72000,18,4480,81.6,0
R109103,9,22,666,20464,0.296,0.995,146.0,0,1.0,7,68000,36,2116,75.6,0
R109104,22,18,336,11423,0.28,0.7,132.5,1,0.853,14,71000,24,3313,67.7,0
R109105,24,22,529,14145,0.248,0.966,141.0,0,0.885,22,85000,24,3967,82.4,1
R109106,14,21,462,9767,0.396,0.762,158.9,1,0.823,9,86000,24,4013,60.8,1
R109107,15,21,480,9200,0.275,0.787,141.7,1,0.822,7,74000,24,3453,68.7,1
R109108,36,22,369,10298,0.45,0.769,95.6,2,0.718,17,66000,24,3080,61.2,0
R109109,1,21,466,13329,0.251,0.779,107.1,1,0.834,0,120000,12,11200,61.1,0
R109110,26,26,516,12134,0.273,0.94,161.0,0,1.0,20,76000,36,2364,81.2,1
R109111,11,21,448,10601,0.239,0.827,173.6,0,0.923,6,75000,30,2800,69.5,0
R109112,27,21,464,12164,0.258,0.766,113.1,1,0.863,24,90000,18,5600,75.0,0
R109113,5,15,351,15432,0.406,0.695,128.9,2,0.722,2,65000,12,6067,49.6,1
R109114,14,24,396,8000,0.258,0.747,143.5,4,0.82,9,64000,24,2987,65.9,0
R109115,13,20,296,8000,0.338,0.703,79.7,3,0.725,7,56000,30,2091,57.0,0
R109116,16,13,253,8000,0.267,0.686,117.3,3,0.726,11,91000,24,4247,60.6,1
R109117,9,18,370,11694,0.416,0.598,97.8,2,0.781,8,115000,24,5367,50.0,0
R109118,7,23,460,8207,0.288,0.943,146.5,3,0.81,4,40000,18,2489,66.8,1
R109119,15,29,650,22837,0.326,0.998,150.1,0,0.886,15,67000,36,2084,76.8,0
R109120,17,19,408,9279,0.319,0.79,98.0,1,0.854,12,70000,30,2613,66.4,0
R109121,10,19,379,11134,0.248,0.741,106.5,2,0.797,10,95000,30,3547,63.4,1
R109122,15,22,491,12948,0.314,0.845,126.6,2,0.789,13,63000,30,2352,68.3,1
R109123,30,24,463,17147,0.203,0.838,163.8,0,0.994,21,57000,30,2128,81.0,1
R109124,11,24,592,17545,0.292,0.99,140.1,1,0.953,6,95000,36,2956,75.1,1
R109125,2,20,405,13788,0.382,0.779,112.3,1,0.845,1,57000,24,2660,53.2,0
R109126,14,27,683,22083,0.374,0.982,168.5,1,0.873,7,41000,18,2551,73.6,0
R109127,4,29,903,30239,0.19,0.955,181.9,0,1.0,4,65000,24,3033,80.7,0
R109128,13,22,599,16728,0.356,0.976,141.3,2,0.852,7,63000,18,3920,71.5,1
R109129,20,23,657,19363,0.337,0.915,138.4,1,0.89,15,78000,18,4853,76.9,1
R109130,10,23,423,13979,0.354,0.894,130.2,2,0.784,7,61000,24,2847,62.5,1
R109131,18,25,689,20011,0.202,0.834,147.2,1,0.879,9,69000,24,3220,81.7,0
R109132,18,23,634,21974,0.237,0.769,141.5,1,0.829,9,71000,24,3313,76.6,1
R109133,23,21,400,10977,0.443,0.652,109.8,2,0.689,21,40000,30,1493,58.5,0
R109134,33,17,386,12109,0.358,0.765,124.2,2,0.788,17,107000,30,3995,67.0,1
R109135,27,17,439,10237,0.288,0.687,127.5,3,0.762,18,106000,24,4947,69.8,0
R109136,1,23,616,19195,0.124,0.911,155.5,0,0.941,1,78000,30,2912,76.1,1
R109137,7,19,468,12928,0.347,0.785,106.8,1,0.718,6,40000,18,2489,58.9,1
R109138,5,21,512,10183,0.08,0.945,162.8,0,1.0,5,88000,30,3285,79.7,1
R109139,16,21,552,14401,0.288,0.736,129.7,1,0.8,9,74000,18,4604,69.5,0
R109140,10,26,716,20461,0.179,0.874,152.2,1,0.865,8,90000,12,8400,79.3,1
R109141,6,17,369,8600,0.148,0.87,160.1,0,0.973,4,90000,24,4200,70.8,0
R109142,7,22,577,16112,0.234,0.832,145.7,1,0.884,7,55000,36,1711,70.5,0
R109143,8,23,470,16744,0.273,0.827,107.4,2,0.897,6,78000,30,2912,66.2,1
R109144,18,21,594,17622,0.291,0.869,130.9,2,0.847,9,108000,36,3360,75.2,0
R109145,3,16,320,8000,0.211,0.807,111.4,1,0.871,2,67000,12,6253,61.7,0
R109146,6,21,404,8060,0.238,0.759,100.7,2,0.726,4,98000,24,4573,61.8,1
R109147,1,20,305,8288,0.407,0.638,58.1,2,0.706,0,49000,18,3049,44.0,0
R109148,18,24,513,11256,0.338,0.825,130.9,1,0.842,9,94000,30,3509,69.4,0
R109149,22,22,597,23484,0.283,0.836,153.4,0,0.901,20,40000,24,1867,77.8,1
R109150,15,25,633,13895,0.099,0.83,161.4,2,0.887,12,70000,36,2178,83.7,1
R109151,16,24,749,12573,0.216,0.993,154.7,0,0.996,12,44000,36,1369,86.6,1
R109152,12,23,569,8900,0.238,0.909,136.7,1,0.952,6,103000,18,6409,76.0,1
R109153,15,18,376,9993,0.253,0.788,98.0,2,0.871,13,69000,24,3220,67.9,0
R109154,2,26,591,14659,0.168,0.865,166.5,0,0.939,1,79000,24,3687,72.5,0
R109155,14,21,501,14772,0.328,0.638,113.8,2,0.75,13,90000,24,4200,61.9,0
R109156,6,25,492,11346,0.254,0.879,122.2,2,0.85,4,56000,12,5227,67.1,0
R109157,16,19,429,16316,0.422,0.793,108.3,3,0.658,9,98000,36,3049,59.4,0
R109158,9,20,504,14486,0.237,0.75,141.2,1,0.898,5,103000,24,4807,67.9,0
R109159,25,23,656,19137,0.186,0.809,119.6,1,0.872,18,61000,24,2847,84.8,1
R109160,13,22,515,17897,0.18,0.74,102.9,3,0.735,7,81000,36,2520,71.5,1
R109161,5,27,615,12065,0.311,0.795,150.7,1,0.826,3,96000,24,4480,64.6,1
R109162,4,21,374,11534,0.32,0.626,73.5,3,0.727,2,75000,24,3500,52.0,1
R109163,6,25,477,13125,0.227,0.749,136.3,2,0.85,3,98000,24,4573,64.9,1
R109164,11,24,445,17508,0.44,0.72,95.3,2,0.789,5,77000,30,2875,54.7,0
R109165,24,24,460,16162,0.146,0.781,132.2,1,0.833,14,67000,30,2501,80.9,1
R109166,8,21,383,11685,0.209,0.706,112.4,1,0.874,5,85000,24,3967,64.0,0
R109167,14,29,854,28649,0.085,0.984,157.5,0,0.878,7,66000,12,6160,91.8,1
R109168,4,25,590,12635,0.136,0.787,138.6,2,0.877,2,56000,24,2613,72.5,1
R109169,16,29,590,15369,0.131,0.923,162.5,1,0.899,11,83000,24,3873,84.2,1
R109170,10,23,559,15499,0.207,0.902,155.6,1,0.874,9,55000,30,2053,74.6,0
R109171,14,27,659,26519,0.226,0.9,121.1,2,0.774,11,84000,36,2613,77.7,0
R109172,27,22,635,21706,0.299,0.775,133.6,1,0.824,22,82000,12,7653,77.0,0
R109173,12,20,279,11624,0.432,0.587,84.4,2,0.779,8,74000,24,3453,48.1,0
R109174,4,20,594,18687,0.329,0.749,129.9,1,0.818,3,67000,12,6253,61.2,1
R109175,12,20,512,19137,0.307,0.853,119.3,1,0.841,8,74000,24,3453,68.2,0
R109176,12,18,257,8000,0.276,0.896,119.4,1,0.886,5,42000,24,1960,64.8,0
R109177,18,21,418,13018,0.263,0.903,120.1,1,0.886,10,93000,30,3472,73.6,0
R109178,11,22,617,17950,0.308,0.872,166.4,0,0.945,11,40000,36,1244,71.8,0
R109179,26,21,448,16424,0.181,0.822,146.7,0,0.925,14,59000,36,1836,80.7,1
R109180,19,26,549,12762,0.185,0.829,148.7,0,0.926,9,77000,36,2396,79.8,0
R109181,12,13,347,12959,0.313,0.632,79.9,2,0.738,6,74000,30,2763,56.9,0
R109182,11,21,421,8690,0.316,0.62,117.5,2,0.725,5,85000,36,2644,57.5,0
R109183,5,30,632,9783,0.175,0.85,139.3,1,0.892,4,68000,12,6347,73.9,1
R109184,8,19,480,13568,0.22,0.667,124.7,1,0.803,6,86000,24,4013,64.6,0
R109185,3,28,485,14501,0.206,0.95,138.0,0,0.968,2,98000,36,3049,70.7,1
R109186,10,22,614,21859,0.174,0.908,174.7,0,0.987,7,65000,24,3033,79.1,1
R109187,2,24,540,8000,0.23,0.841,107.7,2,0.874,1,80000,30,2987,66.8,1
R109188,12,21,603,14028,0.258,0.668,90.5,1,0.778,6,99000,30,3696,67.6,0
R109189,4,30,817,24697,0.286,0.862,141.7,0,0.991,2,79000,30,2949,73.4,1
R109190,14,19,386,15344,0.424,0.712,108.6,1,0.85,11,58000,12,5413,56.7,0
R109191,11,27,604,17951,0.246,0.877,150.4,1,0.858,11,68000,12,6347,73.8,1
R109192,7,25,866,21415,0.211,0.885,158.0,1,0.904,3,44000,24,2053,78.8,0
R109193,3,19,428,8781,0.429,0.741,127.6,1,0.89,2,62000,18,3858,51.9,0
R109194,11,17,312,8000,0.398,0.638,96.9,2,0.733,7,62000,24,2893,50.9,0
R109195,10,18,418,12263,0.261,0.738,95.2,2,0.821,6,93000,24,4340,63.8,1
R109196,32,25,680,22903,0.108,0.982,153.0,1,0.978,17,81000,36,2520,94.9,1
R109197,8,20,385,8000,0.346,0.826,119.0,2,0.744,7,95000,36,2956,58.8,1
R109198,17,20,440,12984,0.312,0.833,121.9,1,0.881,15,76000,36,2364,69.2,1
R109199,6,22,505,13666,0.35,0.818,131.1,3,0.815,5,50000,24,2333,61.0,0
R109200,5,22,395,11634,0.492,0.647,81.2,2,0.657,3,87000,24,4060,44.1,0
R109201,15,25,624,13436,0.27,0.923,156.6,0,0.919,8,79000,24,3687,77.2,1
R109202,8,25,494,14151,0.333,0.784,140.8,1,0.904,5,83000,24,3873,62.5,0
R109203,10,21,429,8000,0.264,0.844,138.7,1,0.837,9,88000,24,4107,67.0,1
R109204,1,23,482,8317,0.289,0.799,113.6,2,0.754,1,80000,36,2489,59.3,0
R109205,7,23,475,21277,0.221,0.738,133.8,1,0.918,4,93000,30,3472,66.2,0
R109206,7,12,229,8000,0.343,0.84,92.3,2,0.773,5,74000,36,2302,55.1,0
R109207,5,27,834,21215,0.223,0.968,136.0,1,1.0,4,65000,12,6067,79.5,1
R109208,8,19,509,15867,0.51,0.742,119.1,1,0.804,5,59000,18,3671,51.9,0
R109209,3,21,580,15104,0.257,0.738,121.1,1,0.914,2,69000,36,2147,64.4,1
R109210,12,23,518,17536,0.255,0.793,118.1,2,0.83,7,74000,36,2302,69.2,0
R109211,8,28,572,16762,0.305,0.783,148.0,2,0.874,7,90000,36,2800,66.0,0
R109212,8,17,321,11949,0.271,0.722,101.2,2,0.834,4,67000,24,3127,59.3,0
R109213,15,19,427,9392,0.42,0.717,88.1,2,0.78,12,40000,30,1493,57.9,0
R109214,5,26,502,11999,0.297,0.946,126.6,0,0.898,3,55000,36,1711,66.7,0
R109215,27,24,629,18316,0.382,0.825,129.9,2,0.809,16,88000,24,4107,73.5,1
R109216,5,19,495,10119,0.377,0.671,131.1,2,0.813,4,42000,30,1568,54.5,1
R109217,19,26,667,19403,0.331,0.979,163.4,0,0.925,11,78000,30,2912,79.0,1
R109218,24,23,696,17581,0.138,0.905,158.5,0,0.952,19,76000,18,4729,91.5,1
R109219,2,17,455,14878,0.467,0.63,89.9,3,0.734,1,65000,30,2427,45.3,0
R109220,6,24,448,14474,0.332,0.826,110.8,1,0.858,6,62000,24,2893,60.9,0
R109221,4,22,488,14432,0.249,0.879,148.6,0,0.925,3,120000,36,3733,66.8,1
R109222,15,22,487,15920,0.228,0.858,164.6,1,0.932,8,87000,24,4060,74.4,0
R109223,7,17,410,9295,0.196,0.656,89.0,2,0.696,5,48000,24,2240,61.7,0
R109224,5,20,489,13023,0.334,0.793,113.5,2,0.817,2,93000,36,2893,59.9,0
R109225,9,20,624,15746,0.221,0.863,126.3,1,0.902,6,60000,36,1867,74.5,0
R109226,11,22,530,11225,0.178,0.909,145.1,0,0.845,9,74000,36,2302,75.9,1
R109227,22,24,626,21220,0.259,0.87,165.2,1,0.898,15,86000,24,4013,80.8,0
R109228,22,29,658,23633,0.243,0.915,144.4,0,0.899,13,81000,30,3024,83.6,1
R109229,6,24,456,21915,0.209,0.827,149.4,1,0.89,3,85000,24,3967,67.9,1
R109230,3,15,354,10838,0.321,0.721,107.2,2,0.68,2,74000,24,3453,52.8,0
R109231,13,27,698,21764,0.215,0.885,135.4,1,0.885,12,64000,18,3982,79.7,1
R109232,9,23,575,11052,0.231,0.864,161.9,0,0.863,5,65000,24,3033,72.2,0
R109233,23,26,666,25029,0.393,0.736,137.4,2,0.769,14,78000,24,3640,70.8,1
R109234,24,22,551,15755,0.28,0.743,127.2,2,0.842,12,58000,24,2707,75.1,0
R109235,14,26,725,20803,0.243,0.927,128.2,0,0.89,7,85000,18,5289,80.3,1
R109236,12,20,562,12775,0.277,0.782,120.0,1,0.84,6,45000,36,1400,68.8,1
R109237,12,22,508,20149,0.238,0.75,123.5,1,0.817,6,82000,36,2551,69.0,0
R109238,11,21,371,10444,0.363,0.607,108.9,3,0.677,8,66000,12,6160,53.4,0
R109239,12,26,942,27091,0.149,0.97,165.0,0,0.995,11,107000,18,6658,88.2,1
R109240,7,18,371,12814,0.34,0.645,54.1,3,0.679,7,115000,24,5367,53.1,1
R109241,7,22,549,18337,0.387,0.821,110.8,1,0.896,3,83000,36,2582,61.3,1
R109242,8,14,191,8000,0.472,0.575,66.6,3,0.644,7,50000,24,2333,39.8,0
R109243,31,26,637,14105,0.26,0.896,149.7,1,0.915,18,79000,30,2949,83.0,1
R109244,1,25,715,19048,0.226,0.92,143.7,0,0.968,1,88000,36,2738,73.7,1
R109245,7,22,480,13900,0.201,0.884,158.1,0,1.0,5,71000,24,3313,71.9,1
R109246,8,21,539,17406,0.284,0.784,115.3,1,0.982,7,105000,30,3920,67.0,0
R109247,13,27,560,15782,0.156,0.976,121.6,0,0.965,12,74000,30,2763,82.4,1
R109248,6,18,320,8435,0.188,0.921,146.5,0,0.899,5,88000,30,3285,68.3,0
R109249,25,22,498,8448,0.315,0.736,88.5,1,0.797,21,93000,36,2893,71.5,0
R109250,21,23,663,19387,0.179,1.0,155.2,1,0.977,15,40000,18,2489,89.3,1
R109251,26,24,532,15526,0.349,0.778,140.4,1,0.863,19,55000,36,1711,72.2,0
R109252,12,25,726,22330,0.238,0.73,135.9,1,0.843,9,85000,30,3173,73.8,1
R109253,23,21,525,16107,0.17,0.789,151.1,1,0.842,13,78000,24,3640,81.2,1
R109254,6,23,679,24567,0.266,0.761,104.0,1,0.83,5,102000,30,3808,68.2,0
R109255,10,25,509,8543,0.361,0.751,108.4,2,0.813,8,85000,30,3173,61.4,0
R109256,2,25,586,13982,0.202,0.992,137.4,2,0.9,2,109000,24,5087,73.3,0
R109257,15,17,372,8000,0.503,0.728,98.2,2,0.822,10,72000,30,2688,52.6,0
R109258,14,23,427,8000,0.285,0.777,143.8,1,0.862,8,71000,36,2209,67.0,1
R109259,12,30,743,30810,0.208,0.962,190.0,1,0.967,6,45000,24,2100,82.9,1
R109260,9,24,541,16339,0.392,0.714,98.5,2,0.754,6,57000,30,2128,58.0,0
R109261,18,19,420,15172,0.319,0.858,118.5,2,0.757,15,86000,24,4013,68.1,0
R109262,23,20,271,8655,0.311,0.691,96.5,2,0.782,19,65000,36,2022,64.0,0
R109263,32,23,518,15159,0.226,0.886,134.0,1,0.868,28,82000,18,5102,81.1,1
R109264,14,17,449,16746,0.242,0.691,85.0,2,0.767,11,91000,30,3397,66.5,0
R109265,10,18,291,11016,0.381,0.717,123.0,2,0.738,5,79000,24,3687,53.0,0
R109266,7,20,334,8102,0.333,0.793,127.2,1,0.904,5,42000,24,1960,58.4,0
R109267,15,20,452,15942,0.328,0.691,103.4,3,0.759,12,86000,24,4013,62.7,1
R109268,6,20,352,8000,0.298,0.725,113.9,3,0.76,3,58000,24,2707,56.7,0
R109269,15,18,389,13024,0.333,0.654,100.5,2,0.795,7,65000,18,4044,59.9,1
R109270,6,24,707,21535,0.254,0.776,130.5,3,0.747,5,83000,18,5164,69.1,0
R109271,10,22,335,11282,0.36,0.621,92.1,3,0.748,8,92000,12,8587,53.1,0
R109272,5,24,711,21149,0.409,0.879,138.5,0,0.896,5,98000,36,3049,64.7,1
R109273,8,20,525,14154,0.309,0.762,125.2,1,0.839,6,97000,12,9053,63.3,1
R109274,14,25,594,13648,0.189,0.949,137.3,0,0.919,7,76000,30,2837,80.6,1
R109275,19,26,569,10664,0.133,0.962,140.8,0,0.932,13,62000,36,1929,86.9,0
R109276,9,24,703,19592,0.193,0.971,162.1,0,0.936,4,42000,30,1568,80.6,1
R109277,1,20,511,14392,0.261,0.892,173.6,0,0.967,1,76000,24,3547,66.1,0
R109278,2,19,490,13899,0.302,0.822,117.8,2,0.925,2,101000,24,4713,61.9,0
R109279,2,24,570,15582,0.346,0.724,103.3,1,0.777,2,77000,30,2875,57.7,0
R109280,24,26,638,16086,0.322,0.896,113.0,1,0.93,13,91000,12,8493,79.9,1
R109281,43,27,738,16609,0.199,0.915,142.5,0,0.949,21,108000,30,4032,89.6,1
R109282,10,25,460,15465,0.156,0.89,138.7,0,0.933,7,72000,24,3360,75.3,1
R109283,3,24,615,15354,0.19,0.951,162.2,0,0.936,2,43000,30,1605,74.3,1
R109284,5,19,397,12631,0.307,0.889,152.7,2,0.904,2,91000,12,8493,62.4,0
R109285,5,24,745,13595,0.155,0.886,176.3,1,0.948,4,46000,12,4293,79.1,1
R109286,23,24,720,19116,0.331,0.953,176.6,0,0.934,19,56000,36,1742,82.5,0
R109287,8,20,575,15311,0.176,0.882,152.4,1,0.93,5,88000,36,2738,75.6,0
R109288,60,20,371,12664,0.377,0.794,92.3,2,0.771,48,58000,24,2707,66.2,0
R109289,4,18,456,13301,0.353,0.676,115.1,2,0.758,4,40000,24,1867,54.3,0
R109290,5,21,445,13646,0.363,0.849,108.3,1,0.78,2,56000,36,1742,58.3,0
R109291,8,17,367,16042,0.146,0.856,90.6,2,0.782,4,77000,24,3593,69.8,1
R109292,7,25,501,21051,0.33,0.804,131.2,1,0.879,7,77000,24,3593,62.8,1
R109293,21,22,334,10482,0.295,0.721,106.7,1,0.796,13,75000,36,2333,66.1,0
R109294,11,22,667,16391,0.194,0.865,116.9,3,0.843,7,108000,24,5040,77.6,0
R109295,16,28,710,21181,0.298,0.791,134.2,0,0.961,10,82000,24,3827,75.7,1
R109296,13,22,484,14799,0.146,0.829,157.7,1,0.846,11,71000,30,2651,75.9,0
R109297,13,25,752,12068,0.359,0.888,158.6,0,0.914,7,77000,18,4791,73.6,0
R109298,9,19,448,13772,0.255,0.888,166.6,2,0.802,5,95000,12,8867,68.0,0
R109299,22,24,816,18366,0.18,0.884,156.0,0,1.0,12,76000,30,2837,90.5,1
R109300,19,17,286,8288,0.251,0.873,84.0,2,0.816,17,94000,24,4387,70.0,0
R109301,6,21,471,8320,0.335,0.719,77.3,2,0.759,5,92000,30,3435,57.5,1
R109302,8,23,461,17105,0.401,0.825,95.2,1,0.805,7,80000,36,2489,58.3,0
R109303,5,18,311,8000,0.344,0.771,147.1,3,0.758,4,86000,18,5351,54.0,0
R109304,11,23,516,13434,0.301,0.881,135.0,1,0.875,8,95000,36,2956,69.2,1
R109305,14,23,528,11801,0.384,0.692,120.9,2,0.817,10,41000,12,3827,61.4,0
R109306,7,19,422,13809,0.275,0.84,110.1,2,0.779,6,79000,18,4916,63.6,0
R109307,8,19,504,14938,0.141,0.87,140.9,1,0.872,7,64000,12,5973,74.9,1
R109308,6,25,559,14555,0.193,0.855,114.5,1,0.898,4,93000,18,5787,72.0,0
R109309,5,20,496,10181,0.359,0.734,96.5,2,0.782,4,59000,24,2753,56.9,0
R109310,8,26,540,14407,0.189,0.931,120.6,1,0.985,5,110000,18,6844,75.8,1
R109311,9,20,407,11004,0.382,0.659,95.9,2,0.767,7,93000,30,3472,54.3,0
R109312,6,23,484,11708,0.361,0.733,120.9,1,0.766,5,72000,36,2240,56.8,1
R109313,5,27,653,19650,0.184,0.828,135.2,0,0.928,3,82000,12,7653,73.7,1
R109314,37,21,387,8000,0.152,0.978,112.1,1,0.885,31,101000,24,4713,84.2,0
R109315,7,17,339,8000,0.219,0.735,119.1,1,0.807,4,78000,30,2912,62.3,0
R109316,12,18,372,9464,0.432,0.723,107.6,2,0.739,9,57000,12,5320,53.8,0
R109317,15,20,452,14163,0.412,0.759,89.6,2,0.811,11,45000,24,2100,60.6,1
R109318,13,24,866,24549,0.335,0.824,125.0,1,0.878,10,81000,36,2520,74.1,1
R109319,17,27,591,16214,0.255,0.839,123.0,3,0.804,9,65000,18,4044,74.9,0
R109320,12,29,747,20791,0.204,0.899,154.6,1,0.93,11,80000,36,2489,81.1,0
R109321,3,20,386,8986,0.356,0.862,121.9,1,0.83,1,71000,30,2651,56.9,1
R109322,12,17,357,11175,0.374,0.706,126.5,2,0.724,10,94000,30,3509,55.8,0
R109323,8,23,526,9258,0.34,0.83,107.4,1,0.897,5,111000,12,10360,64.5,0
R109324,5,24,544,13499,0.32,0.789,112.0,1,0.879,3,83000,24,3873,62.9,0
R109325,30,24,580,14080,0.173,0.822,135.3,0,0.899,19,90000,12,8400,84.1,1
R109326,2,13,297,8000,0.266,0.763,101.2,1,0.912,1,97000,30,3621,57.3,0
R109327,14,19,378,9319,0.318,0.887,110.8,2,0.803,7,89000,24,4153,66.1,1
R109328,14,27,619,20589,0.161,0.78,139.5,0,0.898,8,102000,18,6347,78.3,0
R109329,26,18,449,11358,0.23,0.78,118.6,1,0.865,12,55000,24,2567,76.5,1
R109330,13,25,752,27506,0.259,0.845,152.7,1,0.894,8,87000,24,4060,77.4,0
R109331,7,21,386,8000,0.305,0.675,89.8,3,0.794,6,103000,30,3845,57.0,0
R109332,2,17,415,11060,0.342,0.69,113.6,1,0.87,1,40000,18,2489,53.9,1
R109333,3,27,403,13118,0.19,0.914,116.1,1,0.895,2,77000,24,3593,67.7,1
R109334,8,20,395,9682,0.148,0.72,120.5,1,0.838,4,66000,36,2053,67.4,0
R109335,23,25,585,16754,0.227,0.858,153.1,1,0.868,16,55000,12,5133,81.5,0
R109336,3,17,317,9444,0.312,0.723,144.8,2,0.864,3,68000,24,3173,54.3,1
R109337,12,27,653,24179,0.347,0.823,148.3,1,0.838,10,59000,36,1836,68.5,1
R109338,22,19,393,14768,0.232,0.863,108.7,2,0.855,17,51000,30,1904,75.5,1
R109339,29,17,338,9034,0.325,0.687,122.8,1,0.862,16,76000,24,3547,66.4,0
R109340,9,26,605,18199,0.167,0.904,149.4,0,0.924,8,87000,30,3248,78.0,1
R109341,1,18,446,11322,0.257,0.736,127.0,1,0.874,1,99000,24,4620,59.9,0
R109342,20,29,700,29577,0.233,0.75,119.1,1,0.84,13,86000,18,5351,79.0,1
R109343,8,16,427,10298,0.277,0.69,119.3,2,0.789,6,69000,18,4293,60.2,1
R109344,15,26,474,11064,0.26,0.893,134.7,1,0.89,12,98000,24,4573,72.7,0
R109345,15,30,903,28539,0.22,0.911,138.4,1,0.842,10,75000,30,2800,83.1,0
R109346,5,23,509,12403,0.245,0.802,100.7,1,0.831,5,64000,30,2389,65.7,0
R109347,1,22,537,24275,0.282,0.748,124.4,0,0.904,1,92000,18,5724,61.2,0
R109348,11,24,588,17370,0.216,0.782,117.5,1,0.931,10,103000,24,4807,73.6,0
R109349,18,26,583,15178,0.287,0.82,117.6,1,0.839,16,59000,18,3671,73.7,1
R109350,21,18,445,16861,0.329,0.795,142.9,1,0.854,12,64000,30,2389,69.4,0
R109351,13,29,616,23128,0.299,0.902,167.1,0,0.931,9,97000,24,4527,74.1,1
R109352,17,27,662,26278,0.08,0.912,133.5,0,0.914,8,90000,30,3360,89.2,1
R109353,6,30,687,19333,0.277,0.801,138.5,1,0.949,5,86000,36,2676,70.2,1
R109354,22,24,562,13260,0.275,0.808,118.9,2,0.731,12,99000,24,4620,74.9,0
R109355,19,23,460,12173,0.313,0.753,105.3,1,0.874,11,103000,30,3845,68.5,0
R109356,16,23,398,13819,0.267,0.793,122.0,4,0.78,8,78000,24,3640,67.5,0
R109357,7,22,521,16229,0.247,0.89,167.6,0,0.888,3,116000,36,3609,69.4,0
R109358,11,17,366,13344,0.407,0.663,122.7,2,0.779,8,120000,36,3733,53.1,1
R109359,8,26,589,24691,0.236,0.909,153.7,0,0.949,4,71000,24,3313,74.0,0
R109360,9,22,673,18466,0.312,0.924,138.1,1,0.868,7,86000,30,3211,72.0,1
R109361,17,16,317,10466,0.5,0.589,91.6,2,0.746,10,64000,30,2389,48.3,0
R109362,16,30,546,10268,0.34,0.911,138.6,2,0.799,15,91000,30,3397,70.5,0
R109363,2,27,819,27800,0.235,0.762,110.8,1,0.83,1,52000,30,1941,70.3,1
R109364,6,15,377,15215,0.311,0.826,156.9,1,0.894,3,59000,18,3671,60.9,1
R109365,14,24,577,17650,0.327,0.749,159.0,1,0.884,10,78000,30,2912,67.6,1
R109366,9,22,597,12517,0.213,0.935,143.3,1,0.899,8,86000,12,8027,76.0,0
R109367,4,29,711,18967,0.252,0.919,158.0,0,0.935,4,63000,30,2352,73.7,1
R109368,20,23,448,12290,0.158,0.925,135.2,1,0.867,10,46000,18,2862,81.6,1
R109369,60,30,672,17518,0.186,0.947,161.3,0,0.938,33,96000,24,4480,89.3,1
R109370,4,13,269,8000,0.398,0.516,75.8,2,0.71,4,68000,30,2539,42.6,0
R109371,2,17,299,16110,0.252,0.758,91.6,1,0.811,2,80000,24,3733,56.7,0
R109372,27,17,358,8000,0.434,0.705,117.8,2,0.744,13,72000,18,4480,60.4,0
R109373,6,21,466,15810,0.178,0.746,148.5,1,0.814,4,100000,24,4667,66.9,0
R109374,17,24,627,20025,0.301,0.736,135.9,1,0.931,11,55000,30,2053,72.5,1
R109375,6,26,538,15030,0.266,0.7,99.4,2,0.852,4,84000,18,5227,63.2,1
R109376,31,22,470,16679,0.402,0.762,95.7,1,0.78,24,111000,24,5180,66.7,1
R109377,18,17,292,8750,0.389,0.681,110.3,2,0.779,15,71000,30,2651,57.2,1
R109378,6,23,480,10143,0.262,0.897,134.0,1,0.914,5,74000,18,4604,67.6,0
R109379,5,16,356,8000,0.301,0.851,108.8,1,0.826,3,71000,36,2209,59.9,1
R109380,5,14,352,11070,0.29,0.791,110.0,1,0.84,2,63000,36,1960,59.3,0
R109381,8,21,352,12520,0.401,0.712,86.4,4,0.672,5,65000,36,2022,51.2,0
R109382,21,21,549,19903,0.102,0.916,160.4,1,0.916,17,85000,36,2644,87.7,1
R109383,2,29,677,19430,0.189,0.919,118.5,0,0.919,2,82000,18,5102,74.7,0
R109384,6,19,413,8750,0.379,0.758,120.6,3,0.72,3,76000,30,2837,54.7,0
R109385,18,24,488,12233,0.232,0.74,134.7,2,0.808,11,55000,18,3422,72.3,1
R109386,19,24,541,17368,0.359,0.747,128.0,1,0.769,15,47000,30,1755,66.9,0
R109387,22,24,615,22878,0.236,0.724,121.8,1,0.942,21,72000,24,3360,78.6,0
R109388,3,16,298,8447,0.304,0.753,107.6,2,0.705,2,88000,24,4107,53.6,1
